;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97120;인도 제국의 땅은 황폐해졌고, 인도인 적들은 우리를 성공적으로 아대륙에서 몰아냈습니다. 이제 인도를 버리고 완전히 후퇴해야 할지를 고민해야 했습니다. 정부 내에서 때가 왔다고 말하는 사람들이 있습니다. 분명히 인도인들은 우리가 떠나기를 바랍니다. 반면 일각에서는 일시적인 좌절에 굴복해서는 안 되며, 집중한다면 인도인들을 굴복시킬 것이라 말합니다.;Our lands in the Indian Raj have been overrun, our enemies among the Indians having successfully driven us off the subcontinent. We have been forced to consider whether we should retreat from India altogether. There are those in the $COUNTRY_ADJ$ government who say the time has come: clearly the Indians wish us gone. Others say we must not submit to what amounts to a temporary setback. The Indians can be forced to submit, if we focus our efforts on the matter.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97121;$FROMCOUNTRY$의 인도 후퇴;$FROMCOUNTRY$ Retreats From India!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97121;$FROMCOUNTRY$과(와)의 전쟁이 갑작스럽게 끝났습니다. $FROMCOUNTRY_ADJ$ 인도의 대부분이 점령 또는 혼란스러운 상태에 빠진 가운데, $FROMCOUNTRY$ 정부는 아대륙에서 완전히 철수하기로 결정했습니다. 총독부를 완전히 비우고 도망가는 총독의 모습이 포착됐습니다. 이는 국가를 상대적으로 혼란스럽게 만들었지만, 암튼 큰 승리를 이루었습니다! 인도는 마침내 자유를 되찾았습니다!;The war with $FROMCOUNTRY$ has come to an abrupt end. With most of $FROMCOUNTRY_ADJ$ India either occupied or in disarray, the $FROMCOUNTRY_ADJ$ government has decided to retreat from the subcontinent completely. Governors have been spotted fleeing, leaving colonial mansions completely emptied. While this does leave the nation in a state of relative chaos, a great $COUNTRY_ADJ$ victory has been achieved! India is at last freed!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97150;탈람보 사건;The Talamban Incident;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97150;이카의 탈람보 대농장에서 놀라운 사건이 발생했습니다. 보도에 따르면, 두 에스파냐 국민과 훨씬 더 큰 현지집단 사이에서 싸움이 벌어졌고, 에스파냐 국민 한명이 숨졌다고 합니다. 에스파냐 제독의 관심을 끌지 못하면 지역적인 문제로 남을 것입니다. 후에 제독은 $COUNTRY$ 정부에 완전한 사과를 요구했습니다. 얼마 전까지만 해도 $COUNTRY$이(가) 에스파냐에게서 독립하기 위해 싸웠음을 고려하면, 치욕스럽게 굴복하는 것은 그다지 어울리지 않는 일입니다.;An alarming incident has occurred at the Talambo hacienda in Ica. According to reports, a fight broke out between two Spanish nationals and a much larger group of locals. One of the Spaniards was killed. This would be nothing more than a local matter had the event not come to the attention of a Spanish admiral... who has subsequently demanded the $COUNTRY$ government issue a full apology to Spain. Considering it was not long ago that $COUNTRY$ fought for its independence from Spain, submitting to such an indignity would go over less than well with the $COUNTRY$ people.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTDESC97151;$FROMCOUNTRY$에서 발생한 사건에 대한 소식이 $CAPITAL$에 퍼졌습니다. 보도에 따르면, 두 에스파냐 국민과 훨씬 더 큰 현지집단 사이에서 싸움이 벌어졌고, 에스파냐 국민 한명이 숨졌다고 합니다. 에스파냐 제독의 관심을 끌지 못하면 지역적인 문제로 남을 것입니다. 후에 당사자들은 에스파냐 정부에 완전한 사과를 요구했고, 에스파냐 정부는 그 요구를 받아들였습니다. 한편 몇몇 고문들이 말하길, 만약 $FROMCOUNTRY$이(가) 에스파냐를 두려워한다면 지금이 잃어버린 식민지에 대한 권위를 확고히 할 때라고 속삭였습니다.;News has arrived in $CAPITAL$ regarding an incident in $FROMCOUNTRY$. According to reports, a fight broke out between two Spanish nationals and a much larger group of locals. One of the Spaniards was killed. This would be nothing more than a local matter had the event not come to the attention of a Spanish admiral... who subsequently demanded the $FROMCOUNTRY$ government issue a full apology to Spain. They have done so, but some advisors bring up a possibility: if $FROMCOUNTRY$ is this fearful of Spanish power, perhaps now is the time to reassert our authority over our lost Spanish colonies? Cutting $FROMCOUNTRY$ down to size may force them to submit to our rule as a vassal.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTDESC97152;$FROMCOUNTRY$에서 발생한 사건에 대한 소식이 $CAPITAL$에 퍼졌습니다. 보도에 따르면, 두 에스파냐 국민과 훨씬 더 큰 현지집단 사이에서 싸움이 벌어졌고, 에스파냐 국민 한명이 숨졌다고 합니다. 에스파냐 제독의 관심을 끌지 못하면 지역적인 문제로 남을 것입니다. 후에 당사자들은 에스파냐 정부에 완전한 사과를 요구했고, 예측했던 대로 에스파냐 정부는 그 요구를 거부했습니다. 이번 사건은 에스파냐 식민당국에 대한 식민지 전역의 직접적인 도전입니다. 만약 똑같이 반응하지 않는다면, 엄청난 신뢰를 잃을 것입니다. 지금이 $FROMCOUNTRY$에 대한 권위를 다시 주장할 때일까요? 그들에게 자기 수준을 알게 해주고 속국화를 강요하는 것입니다.;News has arrived in $CAPITAL$ regarding an incident in $FROMCOUNTRY$. According to reports, a fight broke out between two Spanish nationals and a much larger group of locals. One of the Spaniards was killed. This would be nothing more than a local matter had the event not come to the attention of a Spanish admiral... who subsequently demanded the $FROMCOUNTRY$ government issue a full apology to Spain. Predictably, they have refused. This is a direct challenge to Spanish authority from a former colony. If we do not react in kind, we will lose a great deal of credibility. Perhaps now is the time to reassert our authority over $FROMCOUNTRY$? Cutting them down to size may force them to submit to our rule as a vassal.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97153;에스파냐 왕실위원;The Spanish Royal Commissary;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97153;에우세비오 데 살라사르시 이 마사레도라는 이름의 에스파냐인이 탈람반 사건과 관련해 $COUNTRY$ 정부와 협상하러 왔습니다. 하지만 문제는 그가 왕실위원의 직함만을 가졌다는 것입니다. 그 직함은 에스파냐령 식민지를 다루는 관리들이 사용하는 칭호로, 주권국에 파견하는 대사의 것이 아닙니다. 다시말해 $COUNTRY$에 대한 고의적인 모욕입니다!;A Spanish deputy by the name of Eusebio de Salazar y Mazaredo has arrived to negotiate with the $COUNTRY$ government regarding the Talamb?incident. The problem, however, is that he carries with him the title of Royal Commissary. This is a title reserved for officials dealing with Spanish colonies, not ambassadors to sovereign nations. This is a deliberate insult to $COUNTRY$!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,
EVTNAME97155;에스파냐에게의 항복;Submitting to Spain;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97155;우리는 에스파냐에게 침략당했고, 이제 주권을 옛 식민종주국에게 양도할 수 밖에 없습니다. 힘든 날입니다.;We have been overrun by Spain, and now have no choice but to surrender our sovereignty to our former colonial overlords. It is a bitter day.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97156;$FROMCOUNTRY$의 항복;$FROMCOUNTRY$ Submits;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97156;$FROMCOUNTRY$의 특사가 예상했던 소식을 전해왔습니다. 그들은 우리가 원할 경우 다시 한번 에스파냐의 지배를 받기로 동의했습니다. 어떤 사람들은 에스파냐가 남아메리카의 문제에 관여하는 것이 어떤 가치가 있는지 궁금할 수도 있습니다. 어차피 궁극적으로는 반란을 일으킬 것이라는 의식에 따른 반응입니다. 그들에게 요점을 입증해야 할까요?;An envoy from $FROMCOUNTRY$ has arrived with the expected news: they have agreed to submit themselves to Spanish rule once again, if we so choose. Some might wonder if it's worthwhile for Spain to involve itself in South American affairs, particularly since they will ultimately try to rebel out from under us. Perhaps we have proven our point?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97160;제국주의자의 귀환;The Return of the Imperialists;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97160;에스파냐에서 제국주의가 다시 한번 고개를 들었습니다. 에스파냐 정부가 잃어버린 영향력을 회복하기 위해 인접국과 전쟁을 시작했습니다. $COUNTRY$ 사람들은 이것이 무엇을 의미하는지 알기 때문에 우려하고 있습니다. 일각에서는 확실하게 입장을 취하라고 요구합니다.;Spanish imperialism has raised its head once again, with the Spanish throne having gone to war with a neighbour in an effort to restore their lost influence. The $COUNTRY$ people are rightfully worried at what this means, and there are calls for us to take a stand.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97161;$FROMCOUNTRY$의 항의;$FROMCOUNTRY$ Protests;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97161;$FROMCOUNTRY$의 특사가 남미에 대한 개입에 항의를 표명했습니다. 그들은 우리가 확실히 환영받지 못하는 존재라고 말했습니다.;An envoy from $FROMCOUNTRY$ has issued a protest to our involvement in South America, telling us in no uncertain terms that we are not welcome.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97165;시험대에 선 먼로 선언;Appeal to America?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97165;미국은 먼로 선언이 유럽의 제국주의자들에게서 신대륙을 보호하려는 의도라고 주장해왔습니다. 에스파냐가 제국주의적 의도를 분명히 밝혔으니, 지금이야말로 이른바 먼로 선언을 시험대에 올릴 때가 아닐까요?;The United States claims it intends to protect the New World from encroachment from imperial powers in Europe. Now that Spain has made its imperialist intentions evident, perhaps it is time we put the so-called Monroe Doctrine to the test?;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97166;$FROMCOUNTRY$의 원조 요청;$FROMCOUNTRY$ Requests Aid;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97166;먼로 선언은 미국이 유럽의 제국주의자들에게서 아메리카 대륙을 보호해야 할 책임이 있다고 역설합니다. 지금 에스파냐가 남아메리카에서 행하는 일들이 그 예입니다. $FROMCOUNTRY$이(가) 에스파냐의 영향력 확장에 대비하는 동맹을 제안하면서 원조를 요청했습니다. 먼로 선언이 시험대에 올랐습니다.;The Monroe Doctrine dictates that the United States is responsible for protecting the western hemisphere from encroachment from imperialists in Europe -- such as what Spain is doing right now in South America. $FROMCOUNTRY$ has put the Monroe Doctrine to the test and appealed to us for aid, asking for an alliance in case Spain should decide to expand its influence even further.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,
EVTNAME97700;분리주의자들의 반란!;Patriot Rebellion!;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97700;$FROMCOUNTRY$에서 동포들이 봉기해 수도를 장악했습니다. 그들이 모든 미수복영토를 $COUNTRY$의 통제권역으로 되돌려놓겠다는 서신을 보냈습니다. 동의하려면 전쟁을 무릅써야 하겠지만, 거절한다면 국민들을 분노케 할 것입니다.;$COUNTRY$ patriots have risen up in $FROMCOUNTRY$, and have gained control of the capital. They send word they wish to bring all our lost provinces back to $COUNTRY$ control. Agreeing would mean risking war, but refusing would mean angering our people.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97175;$STATENAME$의 혼란;Chaos in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97175;$STATENAME$에서의 반란이 너무 오랫동안 지속되면서 그 식민지에 대한 통제권을 완전히 상실할 위험에 처했습니다. $PROVINCENAME$의 지역무장단체들은 독립국을 선언하기까지 했습니다. 아직 진짜로 독립한 것은 아니나, 그곳의 혼란상태는 여전히 너무 광범위합니다. 충분한 시간이 주어지면 무장단체들은 식민지에서 독립을 쟁취할만큼 충분한 지배력을 얻을 것입니다.;The rebellion in $STATENAME$ has been going on for far too long, and we are in danger of losing control of the colony entirely. Local militants in $PROVINCENAME$ have gone so far as to declare their nation's independence... and while that isn't yet true, as $STATENAME$'s state of chaos is still far too widespread, it's an embarrassment to $COUNTRY$ and,  given enough time, the militants might gain enough control to earn the colony's independence.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,
EVTNAME97180;영토 탈환;Return of Our Lands;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97180;인근 식민지에서 반군이 봉기했고, 그곳은 주민들이 질서회복을 위해 $COUNTRY$에게 도움을 요청할만큼 불안정해졌습니다. 서구 열강들은 혼란으로 인해 이곳을 포기한 것 같습니다. 그럼 왜 우리가 개입하면 안되는 거죠? 그럼에도 강대국과의 관계를 훼손할 뿐이라고 말하는 사람들도 있습니다... 우리가 감히 분노할 수 없는 강대국 말입니다.;Rebels in a neighboring colony have destabilized it enough that the people there are calling out for $COUNTRY$ to restore order. This is our land, and it seems that the western powers have all but abandoned it to chaos. So why shouldn't we intervene? Still, there are some who say this will only damage our relationship with a power... one we cannot afford to anger.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
EVTNAME97181;$STATENAME$의 식민지 봉기!;Colonial Uprising in $STATENAME$;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97181;$STATENAME$의 상황을 통제하지 못했습니다. 통제권을 충분히 얻은 반군이 $COUNTRY$ 총독을 쫓아내고 독립을 선언했습니다. 당장은 말입니다.;We have lost control of the situation in $STATENAME$. The rebels have gained sufficient control that they have ejected the $COUNTRY$ governors and declared their independence... for now.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTNAME97500;성지 통솔권;Sovereign Authority in the Holy Land;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,
EVTDESC97500;프랑스 대사가 팔레스타인의 성지에 대한 통솔권을 인정하고 기독교 유적지에 대한 통제권을 양도할 것을 요구했습니다. 그러나 우리는 1774년에 이미 퀴췩 카이나르자 조약을 통해 러시아를 동방 기독교도들의 유일한 보호자로 인정했습니다. 지금 프랑스의 요구를 수용한다면 분명 러시아와의 갈등으로 이어질 것입니다.;The French ambassador has arrived with the following demand: they wish the $COUNTRY$ government to recognize them as the sovereign authority over the Holy Land in Palestine, turning control over all Christian sites to the French. The Treaty of K淮? Kaynarca signed with Russia in 1774 states that they are the sole protector of Eastern Christians, and should we agree to the French demands it will almost surely lead to conflict with the Russians.;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,
