CODE;ENGLISH;FRENCH;GERMAN;POLISH;SPANISH;HUNGARIAN;CZECH;HUNGARIAN;DUTCH;PORTUGUESE;RUSSIAN;FINNISH;;x;;;;;;;;;;;;;;;;
AT_WAR_TENSION_DECAY;$COUNTRY$ 전시 상황: 쬨$VAL$쬦;$COUNTRY$ is at war: 쬨$VAL$쬦;$COUNTRY$ befindet sich im Krieg: 쬨$VAL$쬦;;;;;;;;;;x;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_GREATER;두 국가의 여단 수 차이 > 쬨$VAL$쬦\n;Brigades comparison factor of two countries is at least 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
BRIGADES_COMPARE_SMALLER;두 국가의 여단 수 차이 < 쬨$VAL$쬦\n;Brigades comparison factor of two countries is less than 쬨$VAL$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;;;;
CB_TOWARDS_US_DETECTED_3;쬨$CASUS$쬦 전쟁명분;쬨$CASUS$쬦 Casus Belli;Casus Belli 쬨$CASUS$쬦mithilfe des 쬨$CASUS$쬦 Casus Belli;;;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_DIPLOMATIC_INFLUENCE; 영향력 < ;has lower diplomatic influence than;a moins d'influence diplomatique que;hat weniger diplomatischen Einfluss als;;tiene menos influencia diplom쬦ica que;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_DIPLOMATIC_RELATION; 관계 < ;has lower diplomatic relations than;a des relations diplomatiques inf쬦ieures 쬦hat schlechtere diplomatische Beziehungen als;;tiene menos relaciones diplom쬦ica que;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_MANPOWER_THAN; 인력 < ;Have less manpower than ;Ont moins de main-d'쐕vre que ;Mehr Mannst쬦ke haben als;;Tiene menos recursos humanos que ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_MANPOWER_THEN_MAXIMUM; 최대 인력에 도달하지 못함;Have less then max manpower;Ont moins de main-d'쐕vre que le maximum;Geringere Mannst쬦ke haben als maximal;;Tiene menos que el m쬦imo de recursos humanos;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_MONEY_THAN; 월수입 < ;Monthly income less than ;Revenus mensuels inf쬦ieurs 쬦;Monatliches Einkommen weniger als;;Ingresos mensuales inferiores a ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_POPS_WANTING_POLITICAL_REFORM_THAN; 정치개혁 지지자 < $VAL$;Less than $VAL$ want political reform.;Moins de $VAL$ souhaitent une r쬦orme politique.;Weniger als $VAL$ wollen politische Reformen.;;Menos de $VAL$ quieren reformas pol쬦icas.;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_LESS_POPS_WANTING_SOCIAL_REFORM_THAN; 사회개혁 지지자 < $VAL$;Less than $VAL$ want social reform.;Moins de $VAL$ souhaitent une r쬦orme sociale.;Weniger als $VAL$ wollen soziale Reformen.;;Menos de $VAL$ quieren reformas sociales.;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_LESS_PORTS_THAN; 본국의 항구 수 < ;Have less home ports than ;Leur nombre de ports d'attache est inf쬦ieur 쬦;Weniger H쬦en haben als ;;Tiene menos puertos de origen que ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_PROVINCE_THAT_PRODUCES_THEN; $GOODS$ 생산지 수 < ;Less $GOODS$ producing provinces than ;Ont moins de provinces produisant $GOODS$ que ;Weniger Provinzen mit Produktion von $GOODS$ haben als;;Menos provincias productoras de $GOODS$ que ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_SUBSTATES_THEN; 속국 수 < ;Have less substates than ;Nombre de sous-쬦ats inf쬦ieur 쬦;Besitze weniger Unterstaaten als;;;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_THAN; < ;Have less than ;Ont moins de  ;Weniger haben als;;Tiene menos de ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_THAN_INFANTRY_IN; $Province$에 배치한 보병 < $UNITS$;Have less than $UNITS$ infantry in $Province$;Ont moins de $UNITS$ unit쬦 d'infanterie dans la province $Province$;Verf쬦ung 쬦er weniger als $UNITS$ Infanterie in $Province$;;Tiene menos $UNITS$ de infanter쬦 en $Province$;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LESS_UNITS_IN_THAN; $PROVINCE$에 배치한 부대 < ;Have less units in $PROVINCE$ than ;Ont, dans la province $PROVINCE$, un nombre d'unit쬦 inf쬦ieur 쬦;Weniger Einheiten in $PROVINCE$ haben als ;;Tiene menos unidades en $PROVINCE$ que ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_LOWER_RANK_THAN; 총순위 < ;Lower rank than ;De rang inf쬦ieur 쬦;Niedrigerer Rang als ;;Clasificaci쬦 menor que ;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_MILITARY_SCORE_LESS_THAN; 군사력 < ;Have a lower Military Score than: ;Disposent d'un score militaire inf쬦ieur 쬦:  ;Geringere milit쬦ische Punktzahl als ;;Tiene una puntuaci쬦 militar menor que: ;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_MILITARY_SCORE_MORE_THAN; 군사력 > ;Have a higher Military Score than: ;Dispose d'un meilleur score militaire que ;Erringen Sie eine h쬦ere milit쬦ische Punktzahl als:;;Tiene una puntuaci쬦 militar mayor que: ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MINORTITIES; 소수집단 있음: ;Minorities are present in ;Des minorit쬦 sont pr쬦entes 쬦;Es gibt Minderheiten in;;Hay minor쬦s presentes en ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_ALLIES_THAN; 동맹국 수 ≥ ;Number of allies at least ;Leur nombre d'alli쬦 est d'au moins ;Mehr Verb쬦dete haben als;;N쬦ero de aliados al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_BADBOY_THAN; 악명 ≥ ;Have 'badboy' of at least ;Ont une infamie d'au moins ;Gr秤eren Aggressionswert haben als ;;Tiene 'tipo malo' de al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_CITIES_THAN; 도시 수 ≥ ;Number of cities at least ;ayant un nombre de villes d'au moins ;Mehr St쬦te haben als;;N쬦ero de ciudades al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_MANPOWER_THAN; 인력 ≥ ;Manpower at least ;Ont une main-d'쐕vre d'au moins ;Weniger Mannst쬦ke haben als;;Recursos humanos al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_MANPOWER_THEN_MAXIMUM; 최대 인력에 도달함;Have at least max manpower;Ont plus de main-d'쐕vre que le maximum;Gr秤ere Mannst쬦ke haben als maximal;;Tiene al menos unos recursos humanos m쬦imos;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_MONEY_THAN; 월수입 ≥ ;Monthly income at least ;Revenus mensuels d'au moins ;Monatliches Einkommen mindestens;;Ingresos mensuales de al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_NATIONAL_PROVINCES_OCCUPIED_THAN; 국민지역 점령 비율 ≥ ;The percentage of occupied national provinces is greater than: ;Le pourcentage de provinces nationales occup쬦s est sup쬦ieur 쬦: ;Der Prozentsatz der besetzten nationalen Provinzen ist gr秤er als:;;El porcentaje de provincias nacionales ocupadas es mayor de: ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_POPS_WANTING_POLITICAL_REFORM_THAN; 정치개혁 지지자 ≥ $VAL$;At least $VAL$ want political reform.;Au moins $VAL$ souhaitent une r쬦orme politique.;Mindestens $VAL$ wollen politische Reformen.;;Al menos $VAL$ quieren reformas pol쬦icas.;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_MORE_POPS_WANTING_SOCIAL_REFORM_THAN; 사회개혁 지지자 ≥ $VAL$;At least $VAL$ want social reform.;Au moins $VAL$ souhaitent une r쬦orme sociale.;Mindestens $VAL$ wollen soziale Reformen.;;Al menos $VAL$ quieren reformas sociales.;;;;;;;;x;;;;;;;;;;;;;;;;;
HAVE_MORE_PORTS_THAN; 본국의 항구 수 ≥ ;Number of home ports at least ;Leur nombre de ports d'attache est d'au moins ;Mehr H쬦en haben als ;;N쬦ero de puertos de origen al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_PROVINCE_THAT_PRODUCES_THEN; $GOODS$ 생산지 수 ≥ ;$GOODS$ producing provinces at least ;Le nombre de provinces produisant $GOODS$ est d'au moins ;Mehr Provinzen mit Produktion von $GOODS$ haben als;;Provincias productoras de $GOODS$ al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_SUBSTATES_THEN; 속국 수 > ;Have more substates than ;Nombre de sous-쬦ats sup쬦ieur 쬦;Besitze mehr Unterstaaten als;;;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_THAN; ≥ ;Have at least ;Ont au moins ;Mehr haben als;;Tiene al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_THAN_INFANTRY_IN; $Province$에 배치한 보병 ≥ $UNITS$;Have at least $UNITS$ infantry in $Province$;Ont au moins $UNITS$ unit쬦 d'infanterie dans la province $Province$;Verf쬦ung 쬦er mehr als $UNITS$ Infanterie in $Province$;;Tiene al menos $UNITS$ de infanter쬦 en $Province$;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_UNITS_IN_THAN; $PROVINCE$에 배치한 부대 ≥ ;Units in $PROVINCE$ at least ;Ont, dans la province $PROVINCE$, un nombre d'unit쬦 d'au moins ;Mehr Einheiten in $PROVINCE$ haben als ;;Unidades en $PROVINCE$ al menos ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_MORE_VASSALS_THAN; 괴뢰국 수 > ;Have more puppets than ;Nous avons plus de satellites que ;Besitze mehr Marionetten als;;;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_N0T_ALLIANCE_WITH; 비동맹국: ;Not allied with ;Ne sont pas alli쬦 avec ;Kein B쬦dnis haben mit ;;No est쬦aliado con ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT; X: ;Do NOT have ;N'ont PAS ;Nicht haben ;;No tiene ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_ANY_NEIGHBOR; 인접국 없음;Have no neighbors;N'ont pas de voisins;Keine Nachbarn haben;;No tiene vecinos;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_A_PORT_IN; 항구 없음: ;Do NOT have a port in ;Ne dispose PAS d'un port 쬦;Hat keinen Hafen in ;;No tiene un puerto en ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_CASUS_BELLI_AGAINST; 영유권 주장 없음: ;Have no claims against ;Ne revendiquent ;Keinen Kriegsgrund haben gegen ;;No tiene reivindicaciones contra ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_COUNTRY_FLAG; 국가적 표시 없음: ;Do NOT have the country flag ;N'ont PAS le drapeau national ;Keine Nationalflagge haben;;No tiene la bandera nacional ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_GLOBAL_FLAG; 지구적 표시 없음: ;Do NOT have the global flag ;Ne dispose PAS du drapeau mondial ;Hat NICHT die globale Flagge;;No tiene la bandera global ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_MINORITIES; 소수집단 없음;No minorities are present in;Aucune minorit쬦n'est pr쬦ente 쬦Es gibt keine Minderheiten in;;No hay minor쬦s presentes en;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_PROVINCE_FLAG; 지역적 표시 없음: ;Do NOT have the province flag ;N'ont pas le drapeau provincial ;Keine Provinzflagge haben;;No tiene la bandera de la provincia ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NOT_THE_LEADER; 지휘관 없음: ;Do NOT have the leader ;N'ont PAS de chef ;Nicht den Anf쬦rer haben ;;No tiene al l쬦er ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NO_OWNED_NEIGHBORING_PROVINCE; 인접 지역 없음:Have no owned neighboring province such that:;Ne d쬦iennent pas de province voisine telle que :;Keine besetzte Nachbarprovinz;;No tiene provincias adyacentes como:;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NO_UNITS_IN; $COUNTRY$이(가) $PROVINCE$에 부대를 배치하지 않았습니다.;$COUNTRY$ have NO units in $PROVINCE$.;$COUNTRY$ n'a AUCUNE unit쬦dans la province $PROVINCE$.;$COUNTRY$ haben KEINE Einheiten in $PROVINCE$.;;$COUNTRY$ NO tiene unidades en $PROVINCE$.;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NO_UNITS_IN_BATTLE; 전투 중인 부대 없음;Have no units in battle;N'ont pas d'unit쬦 au combat;Keine Einheiten in der Schlacht haben;;No tiene unidades en combate;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_NO_UNITS_WITH_A_LEADER; 지휘관을 배치한 부대 없음;Have no units with a leader;N'ont pas d'unit쬦avec un chef;Keine Einheit mit einem Anf쬦rer haben;;No tiene unidades con l쬦er;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_PRESTIGE_LESS_THAN; 위신 <;Prestige less than;Prestige inf쬦ieur 쬦Prestige ist weniger als;;Prestigio menor que;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_PRESTIGE_MORE_THAN; 위신 ≥;Prestige at least;Prestige d'au moins;Prestige ist mindestens;;Prestigio de al menos;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_PROVINCE_FLAG; 지역적 표시 있음: ;Have the province flag ;Ont le drapeau provincial ;Provinzflagge haben;;Tiene la bandera de la provincia ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_TECH_TRI; 발명함: 쬨$TECH$쬦\n;Have invented 쬨$TECH$쬦.\n;Ont invent쬦쬨$TECH$쬦\n;Erfunden: 쬨$TECH$쬦.\n;;Ha inventado 쬨$TECH$쬦.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_THE_LEADER; 지휘관 있음: ;Have the leader ;Ont un chef ;Den Anf쬦rer haben ;;Tiene al l쬦er ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_THE_MODIFIER; 변동사항 있음: ;Have the modifier ;Ont le modificateur ;Verf쬦ung 쬦er den Modifikator ;;Tiene el modificador ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_THE_PROVINCE_MODIFIER; 지역 변동사항 있음: ;Have the province modifier ;Ont le modificateur de province ;Verf쬦ung 쬦er den Provinzmodifikator ;;Tiene el modificador de provincia ;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_UNCLAIMED_CORE; 타국이 점유한 영유권 보유 지역이 있습니다.\n;Have unclaimed cores.\n;Disposent de territoires cl쬦 non revendiqu쬦.\n;Haben unbeanspruchte Kernprovinzen.\n;;Tiene n쬦leos sin reclamar.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_UNCLAIMED_CORE_NOT; 타국이 점유한 영유권 보유 지역이 없습니다.\n;Do not have unclaimed cores.\n;Ne disposent pas de territoires cl쬦 non revendiqu쬦.\n;Haben keine unbeanspruchte Kernprovinz.\n;;No tiene n쬦leos sin reclamar.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_UNITS_IN; $COUNTRY$이(가) $PROVINCE$에 부대를 배치했습니다.;$COUNTRY$ have units in $PROVINCE$.;$COUNTRY$ a des unit쬦 dans la province $PROVINCE$.;$COUNTRY$ haben Einheiten in $PROVINCE$.;;$COUNTRY$ tiene unidades en $PROVINCE$.;;;;;;;;;x;;;;;;;;;;;;;;;;
HAVE_UNITS_IN_BATTLE;전투중인 부대 있음;Have units in battle;Ont des unit쬦 au combat;Einheiten in der Schlacht haben;;Tiene unidades en combate;;;;;;;;;x;;;;;;;;;;;;;;;;
HEMTT_load_handling;M1120 HEMTT 하중 처리 체계;M1120 HEMTT Load Handling System;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
HEMTT_load_handling_desc;HEMTT(대규모 기동전술적 트랙) 시리즈는 8륜디젤 비공공도로 지원트럭의 범위에 속합니다. M1120 HEMTT LHS(미사일용 하중 처리 시스템)는 평평한 바닥 대신 하중 처리 체계을 갖춘 M977 HEMTT에 지나지 않습니다.;The Heavy Expanded Mobility Tactical Truck (HEMTT) series is a range of eight-wheel drive diesel-powered off-road capable trucks. The M1120 HEMTT LHS (Load Handling System for missiles) is nothing more than a M977 HEMTT with a load handling system in place of a flat bed.;;;;;;;;;;;;;x,,,;;;;;;;;;;;;;;;;
HOLD_ELECTION;선거 실시;Hold Election;Organiser des 쬦ections;Wahl abhalten;;Celebrar elecciones;;;;;;;;;x;;;;;;;;;;;;;;;;
HOST_BUTTON;주최;Host;H쬦e;Host;Stw쬦z gr쬦;Anfitri쬦;Host;Kiszolg쬦쬦Hostitel;;;;;;x;;;;;;;;;;;;;;;;
HOST_TITLE;게임명 입력;Enter the name of your game...;Entrez le nom de votre partie...;Geben Sie den Namen Ihres Spiels ein...;Wprowad쬦nazw쬦gry...;Introduce el nombre de tu partida...;Immettere il nome della partita...;쬦d be a j쬦쬦 nev쬦쬦Zadejte n쬦ev sv쬦hry...;;;;;;x;;;;;;;;;;;;;;;;
HULL;선체;Hull;Coque;Rumpf;;Casco;;;;;;;;;x;;;;;;;;;;;;;;;;
I Do.;그렇게 하자.;Let's Do it;Allons-y;Lasst uns in den Krieg ziehen;$TAG$ to interesuj퉏y wyb쬦 w tym okresie. Kliknij, aby wybra쬦;Hag쬦oslo;$TAG$ 쬦una scelta interessante in questo periodo. Fai clic per selezionare.;$TAG$ egy 쬦dekes v쬦aszt쬦 lehet ebben az id쬦zakban. Kattints r쬦a kijel쬦쬦hez.;$TAG$ je v tomto obdob쬦zaj쬦avou volbou. Volbu potvrd쬦e klepnut쬦.;;;;;;x;;;;;;;;;;;;;;;;
ICON_ALLIANCE;쬨동맹쬦 제안;An 쬨alliance쬦 offer;Une offre d'쬨alliance쬦;Ein 쬨B쬦dnis쬦-Angebot;;Una oferta de 쬨alliance쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
ICON_ASKMIL;쬨군사통행권쬦 요청;A request for 쬨Military Access쬦;Une requ쬦e d'쬨acc쬦 militaire쬦;Eine Anfrage nach 쬨Milit쬦zugang쬦;Propozycja 쬨sojuszu쬦;Una solicitud de 쬨Military Access쬦;Un'offerta di 쬨alleanza쬦;쬨Sz쬦ets쬦i쬦 aj쬦lat;Nab쬦ka 쬨aliance쬦;;;;;;x;;;;;;;;;;;;;;;;
ICON_CALLALLY;쬨동맹 참전쬦 요청;A 쬨Call to arms from one of our allies쬦;Un 쬨appel aux armes d'un de nos alli쬦쬦;Ein 쬨Ruf zu den Waffen von einem unserer B쬦dnispartner쬦;Oferta 쬨przemarszu wojsk쬦;Una 쬨Call to arms from one of our allies쬦;Un'offerta di 쬨accesso militare쬦;쬨Katonai hozz쬦쬦쬦쬦 felaj쬦l쬦a;Nab쬦ka 쬨vojensk쬦o p曝stupu쬦;;;;;;x;;;;;;;;;;;;;;;;
ICON_LICENCE;생산 허가 문의;Production Licence Inquiry;Requ쬦e de licence de production;Anfrage nach Baulizenz;;Investigaci쬦 de licencia de producci쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
ICON_OFFACC;쬨군사통행권쬦 제안;An offer of 쬨Military Access쬦;Une offre d'쬨acc쬦 militaire쬦;Ein Angebot f쬦 쬨Milit쬦zugang쬦;Pro쐀a o mo퓄iwo쒏 쬨przemarszu쬦;Una oferta de 쬨Military Access쬦;Una richiesta di 쬨accesso militare쬦;쬨Katonai hozz쬦쬦쬦쬦 k쬦쬦e;Po얷davek na 쬨vojensk쬦p曝stup쬦;;;;;;x;;;;;;;;;;;;;;;;
ICON_TRADE;쬨무역 협정쬦 제안;A 쬨Trade Offer쬦;Une 쬨proposition d'accord commercial쬦;Ein 쬨Handelsangebot쬦;쬨Wezwanie do walki od jednego z naszych sojusznik쬦쬦;Una 쬨Trade Offer쬦;Una 쬨Chiamata alle armi da uno dei nostri alleati쬦;쬨Fegyverbe h쬦쬦쬦 az egyik sz쬦ets쬦es쬦kt쬦;쬨Vol쬦쬦do zbran쬦od jednoho z na쉏ch spojenc馮W;;;;;;x;;;;;;;;;;;;;;;;
IDEOLOGY_DISTTITLE;이념;Ideology;Id쬦logie;Ideologie;;Ideolog쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
IDEOLOGY_ENABLED;쬨$NAME$쬦이(가) 탄생합니다.\n;;Enable 쬨$NAME$쬦 in the world.\n;Autoriser 쬨$NAME$쬦 dans le monde.\n;쬨$NAME$쬦 in der Welt aktivieren.\n;;Activar 쬨$NAME$쬦 en el mundo.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
IDEOLOGY_IS_EQUAL_TO_TRIGGER; 쬨$NAME$쬦이(가) 여당입니다.\n;Ruling party is 쬨$NAME$쬦.\n;L'id쬦logie de 쬨$COUNTRY$쬦 쬦uivaut 쬦celle de 쬨$NAME$쬦.\n;Ideologie in 쬨$COUNTRY$쬦 ist 쬦uivalent mit 쬨$NAME$쬦.\n;;La ideolog쬦 de 쬨$COUNTRY$쬦 es igual a la de 쬨$NAME$쬦.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
IDEOLOGY_IS_NOT_TRIGGER; 쬨$NAME$쬦이(가) 여당이 아닙니다.\n;Ruling Party is NOT 쬨$NAME$쬦.\n;L'id쬦logie de 쬨$COUNTRY$쬦 n'쬦uivaut pas 쬦celle de 쬨$NAME$쬦.\n;쬨$COUNTRY$쬦s Ideologie ist nicht 쬦uivalent zu 쬨$NAME$쬦.\n;;La ideolog쬦 de 쬨$COUNTRY$쬦 no es igual a la de 쬨$NAME$쬦.\n;;;;;;;;;x;;;;;;;;;;;;;;;;
IDEOLOGY_LABEL;이념;Ideology;Id쬦logie;Ideologie;;Ideolog쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
IDE_HAVE_LESS;<;is less than;est inf쬦ieur 쬦ist weniger als;;es menos de;;;;;;;;;x;;;;;;;;;;;;;;;;
IDE_HAVE_MORE;≥;is at least;est d'au moins;ist mindestens bei;;es al menos;;;;;;;;;x;;;;;;;;;;;;;;;;
IMMEDIATEEFFECT; 즉시 효과 \n;Immediate Effect: \n;Effet imm쬦iat : \n;Sofortiger Effekt: \n;;Efecto inmediato: \n;;;;;;;;;x;;;;;;;;;;;;;;;;
IMMIGRANTS_FROM;쬒$VAL$쬦명이 $NAME$에서 이민왔습니다.;There were 쬒$VAL$쬦 immigrants from $NAME$.;Il y avait 쬒$VAL$쬦 immigrants de $NAME$.;Es gab 쬒$VAL$쬦 Immigranten aus $NAME$.;;Hab쬦 쬒$VAL$쬦 inmigrantes procedentes de $NAME$.;;;;;;;;x;;;;;;;;;;;;;;;;;
IMMIGRATION_ENTRY_TOOLTIP;쬒$NUM$쬦명이 쬨$PROV$쬦에서 이민옵니다.;쬒$NUM$쬦 from 쬨$PROV$쬦;쬒$NUM$쬦 de 쬨$PROV$쬦;쬒$NUM$쬦 von 쬨$PROV$쬦;;;;;;;;;;;x;;;;;;;;;;;;;;;;
IN;-;in;en;in;Wypowiedzenie wojny to czasami ostateczno쒏, kiedy zawiod쬦pozosta쿮 dzia쿪nia dyplomatyczne. Akt wypowiedzenia wojny pogorszy nasz쬦reputacj쬦w oczach innych pa쬦tw, szczeg쬦nie, je쐋i nie ma on odpowiedniego uzasadnienia. Mo풽 ono r쬦nie쬦wp퀉n방 na stabilno쒏. Czy na pewno chcesz to zrobi쬦;en;Talvolta, una dichiarazione di guerra 쬦l'ultima carta da giocare in diplomazia. Una dichiarazione di guerra peggiora la tua immagine agli occhi degli altri paesi, soprattutto se non hai un motivo legittimo per farlo. Potrebbe anche ridurre la tua stabilit쬦 Vuoi farlo davvero쬦;A h쬦or쬦n쬦a az egyetlen lehet쬦쬦. A had쬦enetnek k쬦z쬦het쬦n romlik a t쬦bi 쬦lam v쬦em쬦ye r쬦ad, f쬦쬦t akkor, ha nem is volt igazi indokod a h쬦or쬦a, ezenk쬦쬦 visszavetheti a stabilit쬦odat is. Biztos, hogy ezt akarod쬦;Vyhl쬦en쬦v쬦ky je n쬦dy posledn쬦diplomatickou mo엖ost쬦 Vyhl쬦en쬦v쬦ky zhor싴 postoj ostatn쬦h zem쬦k va싴 zemi, zejm쬦a v p曝pad쬦 엁 k v쬦ce nem쬦e legitimn쬦z쬦inku. M쬦e klesnout i stabilita. Skute쬦쬦to chcete u쬦nit쬦;;;;;;x;;;;;;;;;;;;;;;;
INCREASED;+;increased;augment쬦;verbesserten;Na농쬦podatki wojenne;Aumentado;Aumenta le tasse di guerra;Hadiad쬦 kivet쬦e;Zvednout v쬦e쬦쬦dan쬦;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINIONTITLE;발언력 확대;Increase Opinion;Am쬦iorer l'opinion;Meinung erh쬦en;;Mejorar opini쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_BUTTON;발언력 확대;Increase Opinion;Am쬦iorer l'opinion;Meinung steigern;;Mejorar opini쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_DESC;해당 국가에 대한 발언력을 확대합니다.;Increases the opinion of us in this country.;Am쬦iore l'opinion de ce pays 쬦notre 쬦ard.;Steigert die Meinung dieses Landes 쬦er uns.;;Mejora la opini쬦 de este pa쬦 sobre nosotros.;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_DI;발언력 확대;Opinion Increase;Opinion en hausse;Meinungssteigerung;;Mejora de opini쬦;;;;;;;;x;;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_1;쬨$ACTOR$쬦;쬨$ACTOR$쬦;쬨$ACTOR$쬦;;쬨$ACTOR$쬦;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_2;$MONARCHTITLE$, 쬨$ACTOR$쬦이(가);$MONARCHTITLE$;*;;$MONARCHTITLE$;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_3;쬨$RECIPIENT$쬦에 대한 발언력을;쬨$ACTOR$쬦 has managed to increase;쬨$ACTOR$쬦 a r쬦ssi 쬦am쬦iorer;쬨$ACTOR$쬦 hat es geschafft, die;;쬨$ACTOR$쬦 ha logrado mejorar;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_4;확대하는데 성공했습니다.;the opinion of themselves in 쬨$RECIPIENT$쬦.;l'opinion de 쬨$RECIPIENT$쬦 쬦son 쬦ard.;Meinung 쬦er sie in 쬨$RECIPIENT$쬦 zu verbessern.;;la opini쬦 que tienen sobre ellos en 쬨$RECIPIENT$쬦.;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_5;그들의 현재 발언력은 쬨$OPINION$쬦입니다.;The opinion towards them is now 쬨$OPINION$쬦.;Celle-ci est pass쬦 쬦쬨$OPINION$쬦.;Die Meinung 쬦er sie ist nun 쬨$OPINION$쬦.;;Su opini쬦 es ahora: 쬨$OPINION$쬦.;;;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_6;*;*;*;*;*;*;*;;;;;;;x;;;;;;;;;;;;;;;;
INCREASEOPINION_OTHER_ACCEPT_BTN1;확인;OK;D'accord;OK;OK;;Aceptar;;;;;;;;;x;;;;;;;;;;;;;;;
