landed_voting;토지;Only Landed;Syst?e ?ectoral censitaire;Nur Landbesitzer;;;;;;;;;;;
landed_voting_l;토지 기반 투표;Landed Voting;Syst?e ?ectoral censitaire;Grundbesitzerwahl;;;;;;;;;;;
landed_voting_desc;귀족과 자본가들의 투표만을 허용합니다.;Only aristocrats and Capitalists may vote.;Seuls les aristocrates et les capitalistes peuvent voter.;Nur Aristokraten und Kapitalisten haben Wahlrecht.;;;;;;;;;;;
wealth_weighted_voting;재산 편중;Weighted Wealth;Richesse pond??;Verm?ensgewichtung;;;;;;;;;;;
wealth_weighted_voting_l;재산 편중 투표;Wealth Weighted Voting;Droit de vote pond??bas?sur la fortune;Wahlen mit Verm?ensgewichtung;;;;;;;;;;;
wealth_weighted_voting_desc;부자(사무원 이상)에게만 투표를 허용하며, 상류층의 표는 가치가 중산층의 두배입니다.;Only the wealthy (clerks and above) may vote, but the rich men's votes are worth twice as much as middle-class votes.;Seuls les plus ais? (employ? ou sup?ieurs) peuvent voter, mais les votes des riches compte deux fois plus que ceux des classes moyennes.;Nur wohlhabende Menschen (Angestellte und h?er) d?fen w?len, aber die Stimmen reicher M?ner z?len doppelt so viel wie die von Angeh?igen der Mittelklasse.;;;;;;;;;;;
wealth_voting;재산 기반;Wealth;Richesse;Verm?en;;;;;;;;;;;
wealth_voting_l;재산 기반 투표;Wealth Voting;Droit de vote bas?sur la fortune;Verm?enswahl;;;;;;;;;;;
wealth_voting_desc;상류층과 중류층에게만 투표를 허용합니다.;Only the middle and upper clasees may vote.;Seules les classes moyennes et sup?ieures peuvent voter.;Nur Angeh?ige der Mittel- und Oberklasse d?fen w?len.;;;;;;;;;;;
universal_weighted_voting;보편적 편중 투표;Weighted Universal;Scrutin universel pond??Universalgewichtung;;;;;;;;;;;
universal_weighted_voting_l;보편적 편중 투표;Universal Weighted Voting;Droit de vote universel pond??Universal gewichtete Wahl;;;;;;;;;;;
universal_weighted_voting_desc;전국민의 투표를 허용하지만, 상류층 표의 가치가 더 높습니다.;Everyone is allowed to vote, but the rich men's votes are worth more.;Tout le monde peut voter, mais les votes des riches comptent davantage.;Jedermann darf w?len, aber die Stimmen reicher M?ner z?len mehr.;;;;;;;;;;;
universal_voting;보편적 투표;Universal;Scrutin universel;Universal;;;;;;;;;;;
universal_voting_l;보편적 투표;Universal Voting;Droit de vote universel;Universalwahlen;;;;;;;;;;;
universal_voting_desc;전국민의 투표를 허용합니다.;Everyone is allowed to vote.;Tout le monde peut voter.;Alle d?fen w?len.;;;;;;;;;;;
upper_house_composition;상원;Upper House;Chambre haute;Unterhaus;;;;;;;;;;;
party_appointed;여당 독식;Ruling Party Only;Parti dirigeant uniquement;Regierungspartei-exklusiv;;;;;;;;;;;
party_appointed_l;여당 독식;UH same as Ruling Party;Chambre haute identique au parti dirigeant;UH entspricht Regierungspartei;;;;;;;;;;;
party_appointed_desc;같은 이념을 가진 여당 의원만을 당을 대표하는 상원의원으로 지정합니다.;Only members of the ruling party with the same ideology can be appointed to represent the party in the Upper House.;Seuls les membres du parti dirigeant de m?e id?logie peuvent ?re nomm? pour repr?enter le parti ?la Chambre haute.;Nur Mitglieder der Regierungspartei, die derselben Ideologie anh?gen, k?nen zur Vertretung der Partei im Unterhaus ausgew?lt werden.;;;;;;;;;;;
appointed;지정제;Appointed;Nomm?;Ernennung;;;;;;;;;;;
appointed_l;지정제;Appointed UH;Chambre haute nomm?;Ernanntes UH;;;;;;;;;;;
appointed_desc;지주와 자본가에게만 상원의 의석을 배분합니다.;Aristocrats or capitalists have been assigned seats in the Upper House by the leader of the country.;Le dirigeant du pays a attribu?aux aristocrates ou aux capitalistes des si?es ?la Chambre haute.;Aristokraten oder Kapitalisten wurden vom Anf?rer des Landes Sitze im Unterhaus zugeteilt.;;;;;;;;;;;
state_equal_weight;주 기반;Two per State;Deux par ?at;Zwei pro Staat;;;;;;;;;;;
state_equal_weight_l;주 기반;Two per state in UH;?alit?de tous les ?ats ?la Chambre haute;Alle Staate im UH gleich;;;;;;;;;;;
state_equal_weight_desc;각 주마다 두명의 대의원을 상원의원으로 임명합니다.;Each state has two votes to appoint representatives to the Upper House.;Chaque ?at dispose de deux votes pour nommer les repr?entants de la Chambre haute.;Jeder Staat hat zwei Stimmen zur Ernennung von Unterhausvertretern.;;;;;;;;;;;
population_equal_weight;인구 기반;Based on Population;Selon la population;Bev?kerungsbasiert;;;;;;;;;;;
population_equal_weight_l;인구 기반;Population equal in UH;?alit?de la population ?la Chambre haute;Bev. im UH gleich vertreten;;;;;;;;;;;
population_equal_weight_desc;모집단의 이념에 따라 대표자들을 결정합니다.;Representatives are determined by the collected ideologies of the population.;Les id?logies de la population d?erminent les repr?entants.;Die Vertreter werden anhand der in der Bev?kerung pr?enten Ideologien bestimmt.;;;;;;;;;;;
voting_system;선거제도;Voting System;Syst?e de vote;Wahlsystem;;;;;;;;;;;
first_past_the_post;최다득표자 당선;First Past the Post;Scrutin uninominal majoritaire ?un tour;Mehrheitswahl;;;;;;;;;;;
first_past_the_post_l;최다득표자 당선;First Past the Post;Scrutin uninominal majoritaire ?un tour;Mehrheitswahl;;;;;;;;;;;
first_past_the_post_desc;가장 많은 표를 얻은 후보가 이깁니다.;The candidate with the most votes wins.;Le candidat qui obtient le plus de voix l'emporte.;Der Kandidat mit den meisten Stimmen gewinnt.;;;;;;;;;;;
jefferson_method;제퍼슨식 방법;Jefferson Method;M?hode de Jefferson;Jefferson-Methode;;;;;;;;;;;
jefferson_method_l;제퍼슨식 방법;Jefferson Method;M?hode de Jefferson;Jefferson-Methode;;;;;;;;;;;
jefferson_method_desc;의석 배분에 쓰이는 가장 평균적인 유형입니다.The Jefferson Method is a highest averages method for allocating seats.;La m?hode de Jefferson correspond ?la m?hode des moyennes les plus hautes pour attribuer des si?es.;Die Jefferson-Methode ist eine Methode der h?hsten Querschnittswerte zur Zuteilung der Sitze.;;;;;;;;;;;
proportional_representation;비례대표제;Proportional;Proportionnelle;Proportional;;Proporcional;;;;;;;;;
proportional_representation_l;비례대표제;Proportional Representation;Repr?entation proportionnelle;Proportionale Repr?entation;;;;;;;;;;;
proportional_representation_desc;선거 시에 후보자 집단이 획득한 득표율에 비례해 의석을 배분합니다.;The percentage of votes that groups of candidates obtain in elections equals the percentage of seats they receive;Le pourcentage de voix que les groupes de candidats obtiennent lors des ?ections correspondent au pourcentage de si?es qu'ils re?ivent.;Der Prozentsatz an Stimmen, den Kandidatengruppen bei Wahlen erzielen, ist gleich dem Prozentsatz an Sitzen, den sie erhalten.;;;;;;;;;;;
public_meetings;공공집회;Public Meetings;R?nions publiques;?fentliche Versammlungen;;;;;;;;;;;
no_meeting;공공집회 금지;Not Allowed;Interdites;Nicht gestattet;;;;;;;;;;;
no_meeting_l;공공집회 금지;Outlaw Public Meetings;Interdire les r?nions publiques;?fentliche Versammlungen ?hten;;;;;;;;;;;
no_meeting_desc;공공집회를 금지합니다.;Public meetings are prohibited.;Les r?nions publiques ne sont pas autoris?s.;?fentliche Versammlungen sind verboten.;;;;;;;;;;;
yes_meeting;공공집회 허용;Allowed;Autoris?s;Gestattet;;;;;;;;;;;
yes_meeting_l;공공집회 허용;Allow Public Meetings;Autoriser les r?nions publiques;?fentliche Versammlungen gestatten;;;;;;;;;;;
yes_meeting_desc;공공집회와 가두시위를 허용합니다.;Public meetings and rallies are allowed.;Les r?nions publiques et les rassemblements sont autoris?.;?fentliche Versammlungen und Kundgebungen sind gestattet.;;;;;;;;;;;
press_rights;언론권;Press Rights;Droits de la presse;Pressefreiheit;;;;;;;;;;;
state_press;국영 언론;State Press Only;Presse d'?at uniquement;Nur Staatspresse;;;;;;;;;;;
state_press_l;국영 언론;State Press Only;Presse d'?at uniquement;Nur Staatspresse;;;;;;;;;;;
state_press_desc;국영 언론만을 허용합니다.;Only state-controlled press is allowed.;Seule la presse contr?? par l'?at est autoris?.;Nur staatlich-kontrollierte Presse ist gestattet.;;;;;;;;;;;
censored_press;검열 언론;Censored Press;Presse censur?;Pressezensur;;;;;;;;;;;
censored_press_l;검열 언론;Censored Press;Presse censur?;Pressezensur;;;;;;;;;;;
censored_press_desc;어느정도 언론의 자유를 인정하나, 정부의 검열이 존재합니다.;While allowed a relative amount of freedom, the press is still censored by the government.;La libert?de la presse est autoris?, mais censur? par le gouvernement.;Freie Presse ist gestattet, wird aber von der Regierung zensiert.;;;;;;;;;;;
free_press;자유 언론;Free Press;Libert?de la presse;Freie Presse;;;;;;;;;;;
free_press_l;자유 언론;Free Press;Presse libre;Freie Presse;;;;;;;;;;;
free_press_desc;정부가 언론에 간섭하지 않습니다.;Free press is allowed without interference from the government.;La libert?de la presse est autoris?, sans interf?ence du gouvernement.;Freie Presse wird ohne Eingriffe von Seiten der Regierung gestattet.;;;;;;;;;;;
trade_unions;노동조합;Trade Unions;Syndicats;Gewerkschaften;;;;;;;;;;;
no_trade_unions;불법;Illegal;Interdits;Illegal;;;;;;;;;;;
no_trade_unions_l;노동조합 금지;No Trade Unions;Aucun syndicat;Keine Gewerkschaften;;;;;;;;;;;
no_trade_unions_desc;노동조합을 일체 금지합니다.;No trade unions are allowed.;Aucun syndicat n'est autoris?;Gewerkschaften werden nicht gestattet.;;;;;;;;;;;
state_controlled;국가적 통제;State Controlled;Contr?? par l'?at;Staatlich kontrolliert;;;;;;;;;;;
state_controlled_l;국가적 통제;State Controlled Trade Unions;Syndicats contr?? par l'?at;Staatlich kontrollierte Gewerkschaften;;;;;;;;;;;
state_controlled_desc;노동조합을 통제합니다.;The government controls the trade unions.;Le gouvernement contr?e les syndicats.;Die Gewerkschaften werden von der Regierung kontrolliert.;;;;;;;;;;;
non_socialist;사회주의자 금지;Non-Socialist Allowed;Syndicats non socialistes autoris?;Nichtsozialistische Gewerkschaften sind gestattet.;;;;;;;;;;;
non_socialist_l;사회주의자 금지;Non Socialist Trade Unions;Syndicats non socialistes;Keine sozialistischen Gewerkschaften;;;;;;;;;;;
non_socialist_desc;비사회주의적 노동조합만을 허용합니다.;Non-Socialist trade unions are allowed.;Les syndicats non socialistes sont autoris?.;Nicht-sozialistische Gewerkschaften werden nicht gestattet.;;;;;;;;;;;
all_trade_unions;전면 허용;All Allowed;Autoris?;Alle gestattet;;;;;;;;;;;
all_trade_unions_l;모든 노동조합;All Trade Unions;Tous les syndicats;Alle Gewerkschaften;;;;;;;;;;;
all_trade_unions_desc;노동조합을 모두 허용합니다.;All trade unions are allowed.;Tous les syndicats sont autoris?.;Alle Gewerkschaften werden gestattet.;;;;;;;;;;;
political_parties;정당;Political Parties;Partis politiques;Politische Parteien;;;;;;;;;;;
underground_parties;정당 불법화;Only Underground;Clandestinement uniquement;Nur Untergrund;;;;;;;;;;;
underground_parties_l;정당 불법화;Outlaw Political Parties;Autoriser les partis politiques;Politische Parteien ?hten;;;;;;;;;;;
underground_parties_desc;다른 정당들의 공개적인 선거운동을 적극 차단합니다.;The government actively prevents other parties from publicly campaigning for votes.;Le gouvernement emp?he activement les autres partis de faire publiquement campagne.;Die Regierungsaktivit?en hindern andere Parteien daran, ?fentlich um Stimmen zu werben.;;;;;;;;;;;
harassment;탄압;Harassment;Harc?ement;Schikanen;;;;;;;;;;;
harassment_l;정당 탄압;Harassed Parties.;Partis harcel?.;Schikanierte Parteien.;;;;;;;;;;;
harassment_desc;여당이 다른 정당에 투표한 유권자들을 탄압합니다.;The ruling party harasses people into voting for them.;Le parti dirigeant harc?e la population pour qu'elle vote pour lui.;Die Regierungspartei schikaniert die Bev?kerung, f? sie zu w?len.;;;;;;;;;;;
gerrymandering;선거구 조작;Gerrymandering;Charcutage ?ectoral;Wahlkreisschiebungen;;;;;;;;;;;
gerrymandering_l;선거구 조작;Gerrymandering;Charcutage ?ectoral;Wahlkreisschiebungen;;;;;;;;;;;
gerrymandering_desc;여당이 자신들에게 유리하게 선거구의 수나 경계를 일부러 수정합니다.;Electoral district or constituency boundaries are deliberately modified for electoral purposes, meaning the votes for the ruling party are worth more. The ruling party can use gerrymandering in order to get people to vote for them.;Les circonscriptions ?ectorales sont d?ib??ent modifi?s ?des fins ?ectorales, ce qui signifie que les voix pour le parti dirigeant comptent davantage. Le parti dirigeant peut recourir au charcutage ?ectoral pour que la population vote pour lui.;Wahlkreise oder -bezirke werden f? Wahlen nach Belieben modifiziert. Als Resultat daraus z?len die Stimmen f? die Regierungspartei mehr. Die Regierungspartei kann Wahlkreisschiebungen einsetzen, um die Bev?kerung dazu zu bewegen, f? sie zu stimmen.;;;;;;;;;;;
non_secret_ballots;공개투표;Non-Secret Ballots;Bulletins non secrets;?fentliche Wahlg?ge;;;;;;;;;;;
non_secret_ballots_l;공개투표;Non Secret Ballots;Bulletins non secrets;?fentliche Wahlg?ge;;;;;;;;;;;
non_secret_ballots_desc;유권자의 선택은 기밀이 아닙니다. 여당은 국민이 누구에게 투표하는지를 알며 국민들에게 압력을 행사할 수 있습니다.;The voter's choices are non-confidential. The ruling party knows who the people vote for and can use pressure in order to get the people to vote for them.;Le vote des ?ecteurs n'est pas confidentiel. Le parti dirigeant sait pour qui vote la population et peut faire pression pour l'inciter ?voter pour lui.;Die Entscheidungen der W?ler sind nicht vertraulich. Die Regierungspartei wei? wen die Bev?kerung w?lt und kann so Druck auf die Bev?kerung aus?en, f? sie zu stimmen.;;;;;;;;;;;
secret_ballots;비밀투표;Secret Ballots;Bulletins secrets;Nicht-?fentliche Wahlg?ge;;;;;;;;;;;
secret_ballots_l;비밀투표;Secret Ballots;Bulletins secrets;Nicht-?fentliche Wahlg?ge;;;;;;;;;;;
secret_ballots_desc;유권자에게 뇌물을 주거나 협박을 가하는 행위를 막기 위해 유권자의 투표를 비밀로 부칩니다. 여당이 국민의 투표에 개입할 수 없습니다.;The voter's choices are confidential in order to prevent others from influencing the voter by bribery or intimidation. The ruling party can't affect the way people votes.;Le vote des ?ecteurs est confidentiel pour ne pas qu'ils soient influenc? (corruption ou intimidation). Le parti dirigeant ne peut pas affecter le vote des ?ecteurs.;Die Entscheidungen der W?ler werden vertraulich behandelt, um Bestechungen oder Einsch?hterungen zu verhindern. Die Regierungspartei kann die Stimmabgaben der Bev?kerung nicht beeinflussen.;;;;;;;;;;;
immigration_policy;이민정책;Immigration Policy;Immigration Policy;Immigration Policy;;Immigration Policy;;;;;;;;;
nobody_gets_out;국경 폐쇄;Nobody Gets Out;Charcutage ?ectoral;Wahlkreisschiebungen;;Divisi? fraudulenta de distritos;;;;;;;;;
nobody_gets_out_l;국경 폐쇄;Nobody Gets Out;Charcutage ?ectoral;Wahlkreisschiebungen;;Divisi? fraudulenta de distritos;;;;;;;;;
nobody_gets_out_desc;전국민의 출국(또는 입국)을 금지합니다.;Nobody gets out of here alive. Not legally, anyway.;Les circonscriptions ?ectorales sont d?ib??ent modifi?s ?des fins ?ectorales, ce qui signifie que les voix pour le parti dirigeant comptent davantage. Le parti dirigeant peut recourir au charcutage ?ectoral pour que la population vote pour lui.;Wahlkreise oder -bezirke werden f? Wahlen nach Belieben modifiziert. Als Resultat daraus z?len die Stimmen f? die Regierungspartei mehr. Die Regierungspartei kann Wahlkreisschiebungen einsetzen, um die Bev?kerung dazu zu bewegen, f? sie zu stimmen.;;Se modifican de manera deliberada los distritos o las fronteras electorales con fines interesados, lo que significa que los votos para el partido gobernante tienen m? valor. El partido gobernante puede utilizar esta pr?tica para conseguir que la gente lo vote.;;;;;;;;;
movement_nobody_gets_out;이민 규제 운동;Movement for Immigration Restriction;;;;;;;;;;;;;
quota_immigration;이민 할당;Quota Immigration Policy;Bulletins non secrets;?fentliche Wahlg?ge;;Voto no secreto;;;;;;;;;
quota_immigration_l;이민 할당;Quota Immigration Policy;Bulletins non secrets;?fentliche Wahlg?ge;;Voto no secreto;;;;;;;;;
quota_immigration_desc;교육받은 이민자만을 할당량만큼 받아들입니다.;The government sets quotas and accepts only educated immigrants.;Le vote des ?ecteurs n'est pas confidentiel. Le parti dirigeant sait pour qui vote la population et peut faire pression pour l'inciter ?voter pour lui.;Die Entscheidungen der W?ler sind nicht vertraulich. Die Regierungspartei wei? wen die Bev?kerung w?lt und kann so Druck auf die Bev?kerung aus?en, f? sie zu stimmen.;;El voto no es secreto. El partido gobernante sabe a qui? vota la gente y puede presionar a la poblaci? con fines electorales.;;;;;;;;;
movement_quota_immigration;이민 개혁 운동;Movement for Immigration Reform;;;;;;;;;;;;;
open_immigration;국경 개방;Open Immigration;Bulletins secrets;Nicht-?fentliche Wahlg?ge;;Voto secreto;;;;;;;;;
open_immigration_l;국경 개방;Open Immigration;Bulletins secrets;Nicht-?fentliche Wahlg?ge;;Voto secreto;;;;;;;;;
open_immigration_desc;두팔 벌려 모든 외부인을 받아들입니다.;Our country accepts all comers with open arms.;Le vote des ?ecteurs est confidentiel pour ne pas qu'ils soient influenc? (corruption ou intimidation). Le parti dirigeant ne peut pas affecter le vote des ?ecteurs.;Die Entscheidungen der W?ler werden vertraulich behandelt, um Bestechungen oder Einsch?hterungen zu verhindern. Die Regierungspartei kann die Stimmabgaben der Bev?kerung nicht beeinflussen.;;La decisi? de los votantes es confidencial, para impedir que alguien intimide o soborne a los votantes. El partido gobernante no puede influir en los votos de la gente.;;;;;;;;;
