bureaucracy_ref;관료제;Bureaucracy;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
bureaucracy_ref_l;관료제;Bureaucracy;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gentry;신사;Gentry;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gentry_l;신사;Gentry;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gentry_desc;신사들이 관료제 하에서 가장 많은 발언권을 가집니다. 관료제는 극도로 작거나 매우 제한적입니다.;The gentry of the country has the most sayings in the state's bureaucracy. Bureaucracy is extremely small or severely limited.;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hereditary_bureaucracy;세습관료제;Hereditary Bureaucracy;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hereditary_bureaucracy_l;세습관료제;Hereditary Bureaucracy;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
hereditary_bureaucracy_desc;정부의 관료직이 국가 내정에 대한 보편적인 접근을 심각하게 제한하는 세습적인 것입니다. 보통 사회의 상류층은 이런 자들이고 체제는 높은 수준의 부패에 고통받고 있습니다.;Bureaucracy positions in the government are, officially or not, hereditary, severely limiting universal access to the state's internal administration. Usually, the upper classes of society are the ones in these spots and the system suffers of high levels of corruption.;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
professional_civil_servants;전문 공무원;Professional Civil Service;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
professional_civil_servants_l;전문 공무원;Professional Civil Service;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
professional_civil_servants_desc;관료제를 공공행정 교육을 받은 시민들이 운영합니다. 관료직은 세습되지 않으며, 관료들은 주로 실력주의 원칙에 따라 뽑힙니다.;The bureaucracy is formed by educated citizens formed in the field of public administration. Bureaucracy is non hereditary and bureaucrats are chosen (mostly) based on the principles of meritocracy.;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
residency_desc;소수문화와 이민자들의 시민권과 정치적 권리를 제한하는 정책을 지지합니다.;;This party supports politics to limit citizenship and political rights of minorities and immigrants.;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
limited_citizenship_desc;같은 문화권에 속하는 사람들의 시민권과 정치적 권리를 제한하는 정책을 지지합니다.;;This party supports politics to limit citizenship and political rights to people of the same cultural group of this nation.;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
full_citizenship_desc;모든 사람의 투표권이 평등하다는 사실을 지지합니다.;This party supports that every vote is equal.;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_censored_press;언론의 자유 확대 운동;Campaign for more Press Freedom;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
revolution_n_counter_researched;혁명 및 반혁명 연구;Revolution and Counterrevolution Researched;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
crisis_begin_researched;분쟁 사건 촉발;Crisis Event Triggered;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
medicine_invented;의학 연구;Researched Medicine;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
germs_invented;세균이론 발명;Invented Germ Theory;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gaslights_invented;가스등 발명;Invented Gaslights;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
electricity_invented;전기 연구;Researched Electricity;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
germ_theory;세균이론과 실험병리학;Germ Theory and Experimental Pathology;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
germ_theory_desc;질병의 세균 이론은 몇몇 질병들이 세균으로 인해 발생한다고 말합니다. 이 작은 유기체들은 너무 작아서 확대하지 않고서는 볼 수 없으며, 인간, 동물 등 살아있는 숙주를 공격합니다. 숙주 내에서 그들의 성장과 번식은 질병을 일으킬 수 있습니다. 이 세균 이론은 16세기 중반에 모습을 드러내 17세기에서 19세기 후반까지의 과학적 발견으로 입증되어 널리 신임을 얻었습니다. 그것은 갈렌의 마그마 이론 같은 종래의 질병에 대한 설명을 대체했습니다.;The germ theory of disease states that some diseases are caused by microorganisms. These small organisms, too small to see without magnification, invade humans, animals, and other living hosts. Their growth and reproduction within their hosts can cause a disease. The germ theory was proposed in the mid-16th century and gained widespread credence when substantiated by scientific discoveries of the 17th through the late 19th century. It supplanted earlier explanations for disease, such as Galen's miasma theory.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
prussian_constitutionalism;준입헌군주제;Semi-Constitutional Monarchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
hms_government;입헌군주제;Constitutional Monarchy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
market_structure;시장 구조;Market Structure;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
former_sphere_leader;옛 영향권 맹주;Former Sphere Leader;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
former_overlord;옛 종주국;Former Overlord;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
cisplatina_is_ours;시스플라티나는 우리땅;Cisplatina is Ours;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
pessimist;비관론자;Pessimist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
MOR_1696;서사하라;Western Sahara;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,;;;;;;;;;;;
anti__rationalism;비이성주의;Anti - Rationalism;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time_saving_measures;시간 절약 방안;Time-Saving Measures;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
time_saving_measures_desc;시간 절약 방안;Time-Saving Measures;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
FOCUS_OWNED_BY;우리나라의 영유권 보유 지역이 속한 잠재적 분쟁 화약고가 아니므로 국민중점을 설정할 수 없습니다. 분쟁을 촉진하려면 혁명과 반혁명을 연구해야 합니다.;You can not place national focus in someone else's province unless it is a potential flashpoint for your cores. Encouraging flashpoint tension requires Revolution & Counterrevolution to be researched.;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
residency_desc;핵심 문화 주민들에게만 투표권을 부여합니다.;Only people of your nation's primary culture are allowed to vote.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;
secularized_desc;종교가 분명히 국가 정책의 일부는 아니지만, 국가는 전통적인 종교적 가치에 경의를 표합니다.;Religion is not explicitly part of state policy, but the state tips its hat to traditional religious values.;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
dismantle_declared;해체 선언;Dismantled;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
in_great_war;세계대전 중;In a Great War;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
THE_CAPITAL_IS; 수도:;The Capital Is;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
post_colonial_country;식민지 후신국;Post-Colonial Nation;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mormon;모르몬교;Mormon;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
gypsy;집시;Gypsy;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eugen_von_bohm_bawerk;오이겐 폰 뵘바베르크;Eugen von Böhm-Bawerk;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
eugen_von_bohm_bawerk_desc;Böhm-Bawerk's career as a scholar was an intermittent one. The most significant span of scholarly activity was his years at the University of Innsbruck (1881-1889). It was during the 1880s that he first published two of the three volumes of his magnum opus, Capital and Interest. His later years were dominated by his duties as the Austrian Minister of Finance, a position he held, though not continuously, throughout the 1890s and beyond-and for which he is fittingly honored by having his likeness on Austria's one-hundred schilling note. After serving in this capacity and assuming other governmental duties, he returned to teaching in 1904. With a chair at the University of Vienna, he became a colleague of Wieser, successor to the retired Menger. Students who passed through the university during the last decade of Böhm-Bawerk's career (and life: he died in 1914) included Joseph Schumpeter and Ludwig von Mises.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
leon_walras;레옹 발라스;Léon Walras;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
leon_walras_desc;The French economist Léon Walras (pronounced 'Valrasse') has been hailed by Joseph Schumpeter as 'the greatest of all economists'. Walras was one of the three leaders of the Marginalist Revolution, even though his greatest work, Elements of Pure Economics, was published in 1874, three years after those of William Stanley Jevons and Carl Menger. Nonetheless, alone among the three revolutionaries, Léon Walras set forth the new 'marginalist' or 'Neoclassical' theory in a formal general equilibrium setting.   Thus, he endowed it with the multi-market considerations Jevons had largely avoided and the mathematical precision Menger had eschewed. Léon Walras is widely and rightfully regarded as the father of general equilibrium theory.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jean_jaures;장 조레스;Jean Jaurès;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
jean_jaures_desc;Jaurès was elected to the Chamber of Deputies in 1885. Defeated in the 1889 elections he returned to the University of Toulouse. He became increasingly radical in his political views and after reading Karl Marx he began advocating socialism. He was not a revolutionary and supported the Independent Socialists. While out of parliament Jaurès completed his mammoth Socialist History of the French Revolution. He also joined with Aristide Briand and Rene Viviani in 1904 to establish the left-wing newspaper, L'Humanité in 1904. A new Socialist Party under Jaurès grew rapidly at the beginning of the century but split over the correct response to German militarism. Jaurès advocated a policy of international arbitration whereas others supported the Triple Entente.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
johann_heinrich_von_thunen;요한 하인리히 폰 튀넨;Johann Heinrich von Thünen;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
johann_heinrich_von_thunen_desc;Johann Heinrich von Thünen was a North German landowner from the Mecklenburg area. Although educated at Götingen, he spent most of his life managing his rural estate, Tellow.  In the first volume of his treatise, The Isolated State (1826), he laid down the first serious treatment of spatial economics, connecting with the theory of rent.  His second volume (1850) developed the essence of the marginal productivity theory of distribution in a mathematically precise way, thereby making one of the most important Proto-Marginalists of the era. Nearing his death, he asked that his famous equation for the marginal product of labor, or natural wage, be carved into his tombstone.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colorado_rebels_title;콜로라도;Colorados;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colorado_rebels_name;콜로라도 반군;Colorado Rebels;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colorado_rebels_desc;콜로라도는 블랑코 정부를 전복하고 권력을 장악하려 합니다.;Colorados seek to topple the Blanco government and install their own party in power.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
colorado_rebels_army;콜로라도 반군;Colorado Rebels;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
blanco_rebels_title;블랑코;Blancos;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
blanco_rebels_name;블랑코 반군;Blanco Rebels;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
blanco_rebels_desc;블랑코는 콜로라도 정부를 전복하고 권력을 장악하려 합니다.;Blancos seek to topple the Colorado government and install their own party in power.;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
blanco_rebels_army;블랑코 반군;Blanco Rebels;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_title;분리주의자;Patriot;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_name;$CULTURE$ 분리주의 반군;$CULTURE$ Patriots;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_desc;분리주의 독립군들은 모국의 깃발 아래 통일을 꿈꿉니다. 이들이 장악한 지역은 그들의 모국에 합류할 것입니다.Patriot rebels dream of unification with their cultural kin under a free banner, and any province they gain control of will eventually defect to a neighbouring country of their culture.;;;;;;;;;;;;x,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
separatist_rebels_army;$CULTURE$ 분리주의 반군;$CULTURE$ Patriots;;;;;;;;;;;;x,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
afro_caribeno;아프리카계 라틴;Afro Latino;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
NOT_STRONGER_ARMY_THAN; 군사력 < ;Does not have a stronger military than ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
STRONGER_ARMY_THAN; 군사력 > ;Has a stronger military than ;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
beiyang_faction;북양군벌;Beiyang Faction;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
kuomintang_faction;국민당;Kuomintang Faction;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
neutral_faction;중립;Part of no Faction;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
communist_faction;공산당;Communist Faction;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mandatory_service;병역 무기한;Service by Requirement;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mandatory_service_l;병역 무기한;Service by Requirement;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
mandatory_service_desc;모든 성인 남성들을 징병하며 그 기간은 국가가 임의로 정합니다.;All adult males must serve in the military. The government can draft conscripts for as long as it wants.;All adult males must serve in the military.;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_mandatory_service;의무복무제 운동;Mandatory Service Movement.;;;;;;;;;;;;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
four_year_draft;병역 4년;Four Year Draft;Four Year Draft;Four Year Draft;;Four Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
four_year_draft_l;병역 4년;Four Year Draft;Four Year Draft;Four Year Draft;;Four Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
four_year_draft_desc;모든 성인 남성들을 4년간 징병합니다.;Conscripts are drafted for four years.;Conscripts are drafted for four years.;Conscripts are drafted for four years.;;Conscripts are drafted for four years.;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_four_year_draft;병역 4년 시행운동;Movement for Four Year Draft Implementation;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
two_year_draft;병역 2년;Two Year Draft;Two Year Draft;Two Year Draft;;Two Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
two_year_draft_l;병역 2년;Two Year Draft;Two Year Draft;Two Year Draft;;Two Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
two_year_draft_desc;모든 성인 남성들을 2년간 징병합니다.;Conscripts are drafted for two years.;Conscripts are drafted for two years.;Conscripts are drafted for two years.;;Conscripts are drafted for two years.;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_two_year_draft;병역 2년 시행운동;Movement for Two Year Draft Implementation;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
one_year_draft;병역 1년;One Year Draft;One Year Draft;One Year Draft;;One Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
one_year_draft_l;병역 1년;One Year Draft;One Year Draft;One Year Draft;;One Year Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
one_year_draft_desc;모든 성인 남성들을 1년간 징병합니다.;Conscripts are drafted for one year.;Conscripts are drafted for one year.;Conscripts are drafted for one year.;;Conscripts are drafted for one year.;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_one_year_draft;병역 1년 시행운동;Movement for One Year Draft Implementation;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_draft;병역 없음;No Draft;No Draft;No Draft;;No Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_draft_l;병역 없음;No Draft;No Draft;No Draft;;No Draft;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_draft_desc;모든 성인 남성들을 징병하지 않습니다.;No conscription.;No conscription.;No conscription.;;No conscription.;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
conscription;징병제;Conscription;Conscription;Conscription;;Conscription;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_no_draft;징병제 폐지운동;Movement for the Abolition of the Conscription;;;;;;;;;;;;;x,,,,,,,,,,,,,,,,,,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
yes_slavery_desc;노예제를 허용합니다.\n§R노예주는 승격이 느려지며, 주민들은 더 보수적으로 변합니다.§W;Slavery is allowed.\n§RThis reform affects POP promotion chance - promotion will be slower, both globally and even more in slave states.§W\n§YPops in Slave states will be more conservative and less liberal. Immigrants are less likely to choose slave states.§W\n§GThe slave population will grow.§W;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
freedom_of_womb;자유출생;Freedom of Womb;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;
freedom_of_womb_l;자유출생법;Freedom of Womb Law;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;
freedom_of_womb_desc;노예의 자손을 탄생과 동시에 해방하며 동시에 부모도 해방합니다. 이제 노예 인구는 늘지 않습니다.\n§R노예주는 승격이 느려지며, 주민들도 더 보수적으로 변합니다.§W;Slaves children are freed at birth and, in most cases, old slaves are also freed. The slave population stops growing. \n§RThis reform affects POP promotion chance - promotion will be slower, both globally and even more in slave states.§W\n§YPops in Slave states will be more conservative and less liberal. Immigrants are less likely to choose slave states.§W\n§RThe slave population will stop growing.§W;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
movement_freedom_of_womb;노예 확대 금지 운동;Freedom of Womb Campaign;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;
no_slavery;금지;Outlawed;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_slavery_desc;노예제를 금지합니다.;Slavery is forbidden.;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
no_slavery_l;노예제 금지;Outlaw Slavery;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
citizens_rights;참정권;Political Rights;;;;;;;;;;;;;;;;;;;;;;;;;;x;;;;;;;;;;;;;;,,,,,;;;;;;;;;;;;;;;;;;;;;;;;;;;;
